call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,canonical_rung,factorial_bits,present_evidence_ids,missing_evidence_ids,leakage_expected,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error
C-8d9e20a29d6381d9947c,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1111,factorial,L7,1111,M0;M1;M2;M3;M4;M5;M6;M7,,0,9,2396211227,ok,ddfbfb322390b50d96f76f4d704858aefd2166d044e81a4fdfeb297508e27883,1e35fbcf630ead817cce4f2157fe35609b5577db62bad4162bd6d33a33f42a1f,AUDIT-8b3975402af42492,2026-08-25T13:41:43.035621+00:00,2026-08-25T13:44:14.886638+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,7565,119,0,0.0,0,
C-35ff64a6bdcb7a364956,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1100,factorial,L5,1100,M0;M1;M2;M3;M4;M5,M6;M7,0,1,926190623,ok,03bc04c56ecb370cb3440d65040c48a6d9f2693750a4577d667f268963510f72,e71683daa41c398ceefa2a6658ee3eaf6031e2300d74c93da74cb8e14f8654d2,AUDIT-7ecb70dac5ade176,2026-08-25T13:44:14.900099+00:00,2026-08-25T13:44:22.290826+00:00,gpt-5.6-terra,remote_provider,4038,298,111,0.011652,0,
C-1dc21596ec28e80294ee,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,6,519519503,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T13:44:22.306571+00:00,2026-08-25T13:45:25.978982+00:00,deepseek-v4-pro,remote_provider,4316,3822,3614,0.02083224,0,
C-8eae233f7871d319b5ba,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0101,factorial,,0101,M0;M1;M2;M3;M5;M7,M4;M6,0,9,2414037688,ok,c990ae2236af533d2077afcd2990bf4204e275a43a1689690f604e876a9f58f2,a60120aeddcb1651725eaeddb332a08a0e954291dc46e1cf86f89a28a39dcd42,AUDIT-eca636590bee82a8,2026-08-25T13:45:26.004518+00:00,2026-08-25T13:48:22.380826+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5754,129,0,0.0,0,
C-7f393ac18079266e0e90,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,10,2154717754,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T13:48:22.399503+00:00,2026-08-25T13:48:30.434884+00:00,gpt-5.6-terra,remote_provider,1380,283,120,0.006156,0,
C-6c912843ca4b48b97cb2,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,1,1841713084,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T13:48:30.454711+00:00,2026-08-25T13:48:37.183777+00:00,gpt-5.6-terra,remote_provider,2994,281,121,0.00936,0,
C-dca177f0ff8cc22c61b5,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L0,evidence_free_negative_control,L0,,,M0;M1;M2;M3;M4;M5;M6;M7,0,1,3721830249,ok,e2b95d9bcb5c3c3666edcc69361173a763f537e0bb87773d5fb27730ea911f68,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-59bbaf3082a51e71,2026-08-25T13:48:37.201954+00:00,2026-08-25T13:49:03.930937+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,890,115,0,0.0,0,
C-615c22978d3b890c9c18,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,1,1653688848,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T13:49:03.948735+00:00,2026-08-25T13:49:12.432496+00:00,gpt-5.6-terra,remote_provider,3709,415,253,0.012398,0,
C-817fd2d4c5a089c484e3,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L1,legacy_leaky_positive_control,L1,,M0;M1,M2;M3;M4;M5;M6;M7,1,2,2192898637,ok,ff4e061b7f6259569cd77f159d65ce07f6488ef0298badc9bb2e7a75f32ac839,1c6bfd288f36700e99177a566d8b988a65bfe18fc876e6929f8bef035caa8102,LEAKY-L1-1c6bfd288f36,2026-08-25T13:49:12.447909+00:00,2026-08-25T13:49:21.752923+00:00,gpt-5.6-terra,remote_provider,831,380,184,0.006222,0,
C-1b9ba8b00fa81ff89161,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,4,483446825,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T13:49:21.773343+00:00,2026-08-25T13:49:29.686692+00:00,gpt-5.6-terra,remote_provider,3709,355,198,0.011678,0,
C-9401160ca13cc25ab45b,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,3,2503359877,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T13:49:29.710993+00:00,2026-08-25T13:50:54.675105+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2319,150,0,0.0,0,
C-aa1db44d36c968d58e6e,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1101,factorial,,1101,M0;M1;M2;M3;M4;M5;M7,M6,0,9,2874334150,ok,3085fa9431f9fd298f05614bce4f51b165fcba9246dec9e21c720fe1eb705d56,b1028780608b865bc9f8dc6c494cad8d128b3d667940dbc63620f3229c28d52f,AUDIT-5bf978d1dd750a42,2026-08-25T13:50:54.689071+00:00,2026-08-25T13:52:16.505484+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,6987,123,0,0.0,0,
C-7af9ba8ce3cc0d6b4744,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0001,factorial,,0001,M0;M1;M2;M3;M7,M4;M5;M6,0,8,2083447301,ok,6a675819e8062e65062ec4ee8c1afb0a1e8575fe21f1788ce19dc50633175afa,2f2277db14be200a7f9e501c12ed6e43e20296f440d619230de510d57bd1b323,AUDIT-a4850afa74e188ae,2026-08-25T13:52:16.519888+00:00,2026-08-25T13:53:03.210048+00:00,deepseek-v4-pro,remote_provider,2431,2739,2543,0.01405536,0,
C-57d61f852fee77074909,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,7,1493911294,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T13:53:03.226034+00:00,2026-08-25T13:54:10.378407+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2247,162,0,0.0,0,
C-43246c64914a50d56233,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L2,evidence_free_negative_control,L2,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,1146721245,ok,5b1acd70eae27bd0d62c588f6554b37511b5e61d97ad5329e56ccf6af8a00369,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-fddecd41d3db67e5,2026-08-25T13:54:10.391847+00:00,2026-08-25T13:54:17.526550+00:00,gpt-5.6-terra,remote_provider,866,107,0,0.003016,0,
C-7efd16bdfbc89a1e06d8,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,9,2150776374,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T13:54:17.547835+00:00,2026-08-25T13:54:30.130975+00:00,gpt-5.6-terra,remote_provider,4234,310,124,0.012188,0,
C-5c1809680740b84b164f,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1011,factorial,,1011,M0;M1;M2;M3;M4;M6;M7,M5,0,6,1565339873,ok,950fb415ee79c742cdbdbf562e8b185bb5e287f06d66be8b33ad0939c028c5dd,53b17c3fd2cbf24e5cf0d125fd141542fc6a6fe2d3cd78e4d80f5c7bf8c578d2,AUDIT-74f56c650c4216b5,2026-08-25T13:54:30.153464+00:00,2026-08-25T13:55:41.697133+00:00,deepseek-v4-pro,remote_provider,4182,4451,4255,0.0231462,0,
C-912df849bdbf6abfdcfc,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,5,2455969730,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T13:55:41.719406+00:00,2026-08-25T13:57:06.146643+00:00,deepseek-v4-pro,remote_provider,4316,5062,4858,0.02574264,0,
C-4b5256d1192b801388d7,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_1111,factorial,L7,1111,M0;M1;M2;M3;M4;M5;M6;M7,,0,10,1283948106,ok,ddfbfb322390b50d96f76f4d704858aefd2166d044e81a4fdfeb297508e27883,1e35fbcf630ead817cce4f2157fe35609b5577db62bad4162bd6d33a33f42a1f,AUDIT-8b3975402af42492,2026-08-25T13:57:06.173835+00:00,2026-08-25T13:58:55.477539+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,7565,119,0,0.0,0,
C-31e499f431cff596fd00,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_EMPTY_L2,evidence_free_negative_control,L2,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,857325933,ok,5b1acd70eae27bd0d62c588f6554b37511b5e61d97ad5329e56ccf6af8a00369,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-fddecd41d3db67e5,2026-08-25T13:58:55.492270+00:00,2026-08-25T13:59:03.993530+00:00,deepseek-v4-pro,remote_provider,786,415,296,0.00268092,0,
C-8a9bc43793d410d46b21,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,10,2345724848,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-25T13:59:04.008189+00:00,2026-08-25T14:00:38.328918+00:00,deepseek-v4-pro,remote_provider,4316,5504,5270,0.02749296,0,
C-ac33ea3e3deb7a8f9037,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,7,2909344183,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T14:00:38.348893+00:00,2026-08-25T14:00:46.238510+00:00,gpt-5.6-terra,remote_provider,2583,369,204,0.009594,0,
C-c523f9fab17240bc620e,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L5,evidence_free_negative_control,L5,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,3327730035,ok,3c9c2d7c49f7464193ac3c2ce7379bc35bf0db0b32d0df9675d4f3d76683fa37,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-ee738fa71964f9c8,2026-08-25T14:00:46.252453+00:00,2026-08-25T14:00:49.964973+00:00,gpt-5.6-terra,remote_provider,865,103,0,0.002966,0,
C-440311978568a2ff3462,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0001,factorial,,0001,M0;M1;M2;M3;M7,M4;M5;M6,0,10,1161312528,ok,6a675819e8062e65062ec4ee8c1afb0a1e8575fe21f1788ce19dc50633175afa,2f2277db14be200a7f9e501c12ed6e43e20296f440d619230de510d57bd1b323,AUDIT-a4850afa74e188ae,2026-08-25T14:00:49.981782+00:00,2026-08-25T14:02:50.036352+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,4002,124,0,0.0,0,
C-38db9bf4ff1453ca55ad,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1110,factorial,L6,1110,M0;M1;M2;M3;M4;M5;M6,M7,0,4,974177133,ok,816f1d76519bc05e1ec6e4a019cae3e9ba7e31ec149e7f58b04e93346c7aab44,b1852b47d350ce5dca2de77f4c85fa53f66110fdeff8a59c0bffe10f451a9a46,AUDIT-909ea13b2dbf93f8,2026-08-26T02:08:47.248388+00:00,2026-08-26T02:10:16.206690+00:00,deepseek-v4-pro,remote_provider,4316,4544,4329,0.02369136,0,
C-023218bdb5b22f9e58d5,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,2,57098294,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T14:04:38.764648+00:00,2026-08-25T14:06:48.914880+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,5771,117,0,0.0,0,
C-b93f904f624b40b5de9a,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L6,legacy_leaky_positive_control,L6,,M0;M1;M2;M3;M4;M5;M6,M7,1,2,3128211400,ok,98e64f1dcc473fe40b9067f838e673b43fb03e40ad78b6909d41ee8a8404791a,243f86f3327b56d0a61647d6ed09975e2bdb974f6ae5b26dad3a991cb1799587,LEAKY-L6-243f86f3327b,2026-08-25T14:06:48.926136+00:00,2026-08-25T14:08:46.602021+00:00,deepseek-v4-pro,remote_provider,1108,7634,7408,0.0316932,0,
C-fffe93a1b90d5e6c51b2,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L1,evidence_free_negative_control,L1,,,M0;M1;M2;M3;M4;M5;M6;M7,0,2,4315134746,ok,e798f3687f34b8da6993f4cfddcb2b51c1b246140b09dbd6089be601144cec24,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-f436babb35d90536,2026-08-25T14:08:46.623808+00:00,2026-08-25T14:09:13.166470+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,889,115,0,0.0,0,
C-f5f2f65517275406ae5a,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,1,4146601422,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T14:09:13.180660+00:00,2026-08-25T14:10:34.364099+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2349,168,0,0.0,0,
C-79db15cdb30b88f52518,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_EMPTY_L7,evidence_free_negative_control,L7,,,M0;M1;M2;M3;M4;M5;M6;M7,0,1,2064661830,ok,bc2b9ff8fe2fca63e422ee1bffd758a931430bec9b50d2d07c5df7841a950261,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-bd0da7432cd51aa6,2026-08-25T14:10:34.385218+00:00,2026-08-25T14:10:39.965478+00:00,gpt-5.6-terra,remote_provider,866,105,0,0.002992,0,
C-ecaf66c6565347bb68c7,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,10,3991178815,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T14:10:39.991148+00:00,2026-08-25T14:11:31.493420+00:00,deepseek-v4-pro,remote_provider,2568,3119,2924,0.015741,0,
C-cae53af0679aa963ef81,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,F_0000,factorial,L3,0000,M0;M1;M2;M3,M4;M5;M6;M7,0,2,3424281193,ok,4be32aee8e0144ec47732d75ed1321a9d7e1bdb452dad35a8b477ebafe06f622,82edf5389297b9a009837da45334b076251b01dd7f496262dfc6a21e51ac1819,AUDIT-91f0c8b4b8420e9f,2026-08-25T14:11:31.520840+00:00,2026-08-25T14:12:28.771270+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,2247,162,0,0.0,0,
C-88f4ceb9006c262652a6,agentic-evidence-audit-v2.0,pumpswap_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,CTRL_EMPTY_L2,evidence_free_negative_control,L2,,,M0;M1;M2;M3;M4;M5;M6;M7,0,3,2318005810,ok,5b1acd70eae27bd0d62c588f6554b37511b5e61d97ad5329e56ccf6af8a00369,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,AUDIT-fddecd41d3db67e5,2026-08-25T14:12:28.786046+00:00,2026-08-25T14:12:55.049875+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,887,115,0,0.0,0,
C-dea2b6dffa49964ee743,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0100,factorial,,0100,M0;M1;M2;M3;M5,M4;M6;M7,0,1,3755466328,ok,3833ea8542bb4c62b3cf88d8405ea4aba4d9e4db41b6ff9344da35b348aa05fd,12e8323fdcc84a37b83a53448aaf4d8f4c7b1ef70919a7513ac855ed3ed70f87,AUDIT-395b5d5adcfabf63,2026-08-25T14:12:55.062504+00:00,2026-08-25T14:13:02.903316+00:00,gpt-5.6-terra,remote_provider,2583,355,179,0.009426,0,
C-b338fccbcd61ca3b42f8,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,4,3027117124,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T14:13:02.920555+00:00,2026-08-25T14:13:09.135522+00:00,gpt-5.6-terra,remote_provider,1380,349,182,0.006948,0,
C-87a1da677cc43a499bb0,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0111,factorial,,0111,M0;M1;M2;M3;M5;M6;M7,M4,0,3,2295792096,ok,66c661fdb616135ab02dd61428d0b5baff2f94c24a34e4bd56c5162d7c792405,ab10f9660b88475d3f695a0c4b19db4f159e146e07ee89d8f27259d17e36c41f,AUDIT-ead1e3860d05c27b,2026-08-25T14:13:09.155351+00:00,2026-08-25T14:13:21.388266+00:00,gpt-5.6-terra,remote_provider,3709,547,369,0.013982,0,
C-6e12bdf10e2e3bfb086d,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1001,factorial,,1001,M0;M1;M2;M3;M4;M7,M5;M6,0,6,1866982762,ok,7a0e7b6d9ddd54ba035d1a779dfdc8ccb01c924a6c2343208f2da83b4742622c,3f0d402b4da8883a2c70dbc78c94c87e7e37dc26a0ad3022be5bf41b4722ddd8,AUDIT-3366c29b17bb3e44,2026-08-25T14:13:21.405172+00:00,2026-08-25T14:13:29.461715+00:00,gpt-5.6-terra,remote_provider,3924,316,154,0.01164,0,
C-b8e68dd9084f86c466da,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,CTRL_LEAKY_L1,legacy_leaky_positive_control,L1,,M0;M1,M2;M3;M4;M5;M6;M7,1,3,3122378066,ok,ff4e061b7f6259569cd77f159d65ce07f6488ef0298badc9bb2e7a75f32ac839,1c6bfd288f36700e99177a566d8b988a65bfe18fc876e6929f8bef035caa8102,LEAKY-L1-1c6bfd288f36,2026-08-25T14:13:29.476409+00:00,2026-08-25T14:14:14.507776+00:00,deepseek-v4-pro,remote_provider,753,3150,2984,0.01346796,0,
C-8d9733d131dbe52cb989,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,CTRL_LEAKY_L7,legacy_leaky_positive_control,L7,,M0;M1;M2;M3;M4;M5;M6;M7,,1,2,2395757386,ok,526a490a5af7a7b914b6bc3340394c4a72aca5ff5fe343081ce36d7a4da15c99,b421aa102da04d4ed006d9ac77a3d393c8b159caf0e3307dcd4ec91d51f987c2,LEAKY-L7-b421aa102da0,2026-08-25T14:14:14.531975+00:00,2026-08-25T14:14:29.720986+00:00,gpt-5.6-terra,remote_provider,1263,1091,839,0.015618,0,
C-06dfa21fa1a4572f38f2,agentic-evidence-audit-v2.0,pumpswap_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,F_1101,factorial,,1101,M0;M1;M2;M3;M4;M5;M7,M6,0,10,135580056,ok,3085fa9431f9fd298f05614bce4f51b165fcba9246dec9e21c720fe1eb705d56,b1028780608b865bc9f8dc6c494cad8d128b3d667940dbc63620f3229c28d52f,AUDIT-5bf978d1dd750a42,2026-08-26T02:10:16.222561+00:00,2026-08-26T02:11:13.114857+00:00,deepseek-v4-pro,remote_provider,5076,2811,2592,0.01783188,0,
C-755146bbd7aea1be2bc7,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_0110,factorial,,0110,M0;M1;M2;M3;M5;M6,M4;M7,0,3,1988521524,ok,f90ad143ef214dc0cb276b6c3252b398bc922eb2ed46cd94539b70ca820b7acf,84ed179caed53b02482f221e141e302b1ca8ef6d7430ac188d9fdff23a191d20,AUDIT-e2c3b8fa85498425,2026-08-25T14:15:43.737487+00:00,2026-08-25T14:15:51.560457+00:00,gpt-5.6-terra,remote_provider,2776,314,142,0.00932,0,
C-c7e728f5dd0955de916b,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1101,factorial,,1101,M0;M1;M2;M3;M4;M5;M7,M6,0,10,3374076014,ok,3085fa9431f9fd298f05614bce4f51b165fcba9246dec9e21c720fe1eb705d56,b1028780608b865bc9f8dc6c494cad8d128b3d667940dbc63620f3229c28d52f,AUDIT-5bf978d1dd750a42,2026-08-25T14:15:51.577890+00:00,2026-08-25T14:16:03.786928+00:00,gpt-5.6-terra,remote_provider,4971,451,278,0.015354,0,
C-b9f042fc1c6b336fe977,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,F_1000,factorial,L4,1000,M0;M1;M2;M3;M4,M5;M6;M7,0,5,3139791477,ok,a1a5ce0e2dd0d53c4d489241dd564bf2d9cf942519e92524ae5edff35fe39aae,3583ab2d1a5d0fb83ba5adf4a1af25b61622e3ac2d3333d10dd1fe82c2e0b313,AUDIT-25b1402c07f9a1c7,2026-08-25T14:16:03.807527+00:00,2026-08-25T14:16:16.588314+00:00,gpt-5.6-terra,remote_provider,2994,450,300,0.011388,0,
C-6ac5fb9cbc05ed349532,agentic-evidence-audit-v2.0,pumpswap_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,P_L2,canonical,L2,,M0;M1;M2,M3;M4;M5;M6;M7,0,1,1811620629,ok,360212de4f8c31564ee86f754a424f7d5f47f5f627f83c5706d33be8fb5b383d,6d58e2882ff27c289e87ff8efd58554cc71cb07de4ea1d8ca11e6b2b80d9a338,AUDIT-b4dbc9c4e13b675d,2026-08-25T14:16:16.604072+00:00,2026-08-25T14:16:22.862344+00:00,gpt-5.6-terra,remote_provider,1380,335,165,0.00678,0,
